#A,B,Weight
15343,5871,1
15343,15160,1
15343,17927,1
15343,8703,1
15343,8792,1
14869,4383,1
14869,16241,1
14869,7193,1
14869,5871,1
14869,4455,1
14869,15160,1
14869,17927,1
14869,8703,1
14869,8792,1
4383,1034,1
4383,16241,1
4383,7193,2
4383,5871,1
4383,4455,1
4383,15160,1
4383,17927,1
4383,8703,1
4383,8792,1
1034,16241,1
1034,4455,1
1034,15160,1
1034,17927,1
1034,8703,1
1034,8792,1
16241,7193,1
16241,5871,1
16241,4455,2
16241,15160,1
16241,17927,1
16241,8703,1
16241,8792,1
7193,4455,1
7193,15160,1
7193,17927,1
7193,8703,1
7193,8792,1
5871,4455,1
5871,15160,1
5871,17927,1
5871,8703,1
5871,8792,1
4455,15160,1
4455,17927,1
4455,8703,1
4455,8792,1
15160,17927,1
15160,8703,1
15160,8792,1
17927,8703,1
17927,8792,1
8703,8792,1
17086,9092,1
17086,16407,1
17086,731,1
5620,16407,1
5620,731,1
4235,16407,1
4235,731,1
4550,16407,1
4550,731,1
9092,16407,1
9092,731,1
16407,731,1
6144,11449,1
2501,3474,1
2501,14775,1
3474,14775,1
3474,12907,1
14775,12907,1
8609,2453,1
8609,996,1
8609,4515,1
8609,17436,1
8609,5835,1
8609,13626,1
2453,4515,1
2453,17436,1
2453,5835,1
2453,13626,1
996,4515,1
996,13626,1
4515,17436,1
4515,5835,1
4515,13626,1
17436,5835,1
17436,13626,1
5835,13626,1
2501,7481,1
2501,14783,1
7481,14783,1
7481,16438,1
14783,16438,1
9666,8628,1
5910,1350,1
5910,7119,1
5910,16285,1
5910,8628,1
1504,16285,1
1504,8628,2
17043,16285,2
3557,1350,1
3557,7119,1
3557,16285,1
3557,8628,1
13997,1350,4
13997,7119,1
13997,16285,1
13997,8628,1
1350,7119,3
1350,16285,1
1350,8628,1
7119,16285,1
7119,8628,1
16285,8628,1
16285,15222,3
8628,15222,2
14314,10954,1
14314,18820,1
14314,14655,1
14314,17165,1
14314,10619,1
14314,8504,1
10954,18820,1
10954,14655,1
10954,17165,1
10954,10619,1
10954,8504,1
18820,17165,1
18820,8504,1
14655,17165,1
14655,8504,1
17165,10619,1
17165,8504,1
10619,8504,1
7777,15833,1
7777,5196,1
1734,15833,1
1734,5196,1
15833,5196,1
15833,2339,2
5196,2339,1
9820,15866,2
19204,1784,8
19204,4419,5
19204,3014,7
19204,15866,2
1784,15866,2
11817,15866,1
4419,15866,1
3014,15866,2
14531,14270,1
14531,1248,1
14531,14205,1
14531,5493,1
14270,1248,1
14270,14205,1
14270,5493,1
1248,14205,1
1248,5493,1
14205,5493,1
15649,5522,1
15649,1654,1
15649,10485,1
15649,6230,1
5522,10485,1
5522,6230,1
1654,10485,1
1654,6230,1
10485,6230,1
9820,12055,1
9820,16911,1
9666,12055,1
9666,16911,1
10619,16911,1
10619,12141,1
103,16911,1
103,12141,1
12055,16911,1
12055,12141,1
16911,12141,1
16309,1504,2
16309,13259,1
16309,3356,2
16309,18498,1
16309,6893,1
16309,7867,1
16309,1379,1
1504,13259,1
13259,3356,1
13259,18498,1
13259,3355,1
13259,6893,1
13259,7867,1
13259,1379,1
3356,18498,1
3356,6893,1
3356,7867,1
3356,1379,1
18498,3355,1
18498,6893,1
3355,6893,1
3355,1379,1
6893,7867,1
6893,1379,1
7867,1379,3
4429,11938,1
17339,11938,1
4651,14477,1
4651,10128,1
4651,12971,1
4651,2466,1
4651,5835,1
4651,17606,1
14477,17606,3
10128,2466,2
10128,5835,1
10128,17606,2
12971,2466,2
12971,5835,1
12971,17606,2
2466,5835,1
2466,17606,2
5835,17606,6
18798,4732,3
3394,4732,1
4732,7674,1
4732,10136,1
7674,10136,1
10136,9820,3
2501,8893,1
2501,6453,1
18635,8893,1
18635,6453,1
8893,6453,3
6453,17708,2
14531,4435,1
14531,10094,1
14531,1040,1
14531,5519,1
14531,7642,1
17362,4435,1
17362,10094,1
17362,1040,1
17362,5519,1
17362,7642,1
10211,4435,1
10211,10094,1
10211,1040,1
10211,5519,1
10211,7642,1
4435,10094,1
4435,1040,1
4435,5519,1
4435,7642,1
10094,1040,1
10094,5519,1
10094,7642,1
1040,5519,1
1040,7642,1
5519,7642,1
19128,5611,2
5862,5611,2
5944,15100,1
5944,5611,1
12449,15100,4
12449,5611,1
15100,5611,1
5611,5742,1
5611,1379,1
11083,12439,4
2501,14619,1
2501,3431,1
14619,3431,1
14619,11255,1
3431,11255,1
7366,17606,1
19298,5367,2
5944,5367,1
17894,8932,1
17894,5367,1
8932,5367,1
8932,12907,2
9666,10556,3
9666,17434,1
9666,8857,1
9666,18962,1
11817,1504,2
11817,10556,1
11817,15717,1
11817,954,1
11817,17434,1
11817,8857,1
11817,18962,1
9820,15717,2
9820,17434,1
9820,8857,1
9820,18962,1
1504,15717,1
1504,17434,1
1504,8857,1
1504,18962,1
10556,15717,1
10556,17434,1
10556,8857,1
10556,18962,1
15717,17434,1
15717,8857,1
15717,18962,1
954,17434,1
954,8857,1
954,18962,1
17434,8857,1
17434,18962,1
8857,18962,1
12439,4566,1
19298,4566,1
17894,4566,1
913,4566,1
16154,4566,1
16154,10949,3
4566,10949,3
4566,12907,1
12439,15815,1
19298,10202,1
12907,10202,2
10202,15815,1
18983,18457,1
18983,13877,1
18983,13169,1
18983,8732,1
18983,7733,1
18457,13877,1
13877,13169,1
13877,8732,1
13877,7733,1
10211,6579,2
437,6579,1
5255,6579,1
3190,6579,1
14355,12603,1
14355,14079,1
14355,2112,1
14355,7490,1
14355,5634,1
14355,943,1
14355,3076,1
14355,6674,1
12603,14079,1
12603,2112,1
12603,1504,1
12603,7490,1
12603,5634,1
12603,8511,1
12603,943,1
12603,3076,1
12603,6674,1
12603,4861,1
12603,5620,1
14079,2112,1
14079,7490,1
14079,5634,1
14079,8511,1
14079,943,1
14079,5620,4
2112,1504,3
2112,8511,1
2112,943,1
2112,3076,2
2112,6674,1
2112,5620,1
1504,943,1
1504,6674,2
7490,8511,1
7490,943,1
7490,3076,2
7490,6674,1
7490,4861,1
7490,5620,1
5634,8511,1
5634,943,1
5634,6674,1
5634,5620,1
8511,943,1
8511,3076,1
8511,6674,1
8511,4861,1
943,3076,1
943,6674,1
943,4861,1
943,5620,1
6674,4861,2
6674,5620,1
19298,126,1
126,913,1
126,12439,1
126,5944,1
126,12907,1
9024,8365,1
8365,14642,2
8365,5029,3
14965,12907,3
3014,303,3
3014,18014,8
3014,6115,2
5237,17981,1
5237,2983,5
5237,303,1
5237,5255,1
7887,2983,2
7887,303,1
7887,18014,1
7887,6115,1
17981,2983,1
17981,303,1
17981,18014,1
17981,6115,1
2983,303,1
2983,18014,1
2983,6115,1
303,18014,1
303,5255,1
303,6115,1
18014,5255,1
18014,6115,1
5255,6115,1
615,8670,5
8670,9487,2
8670,5300,1
8670,5029,3
5300,17328,1
15801,19298,1
1327,5957,1
1327,18959,1
15589,5957,1
15589,18959,1
5957,18959,1
9820,17618,1
4861,17618,3
4861,153,4
10754,6205,1
10754,3076,1
10754,17618,1
10754,1134,1
10754,153,1
14642,6205,2
14642,3076,2
14642,17618,1
14642,1134,2
14642,153,1
6205,17618,1
6205,153,1
2983,3076,2
2983,17618,1
2983,1134,2
2983,153,1
3076,17618,1
3076,153,1
17618,1134,3
17618,153,1
913,18959,1
18959,12439,3
18959,10949,2
18959,1321,1
18959,12907,1
11068,15520,1
11068,4039,1
11068,9666,1
11068,12907,1
11068,16866,1
11068,12005,1
15520,16866,1
15520,12005,1
4039,16866,1
4039,12005,1
9666,16866,1
12907,16866,1
16866,12005,1
123,18795,1
1141,5550,1
1141,18795,1
5550,18795,1
9024,18795,1
5029,18795,1
18795,4416,1
18795,14642,1
9329,1384,1
9329,357,1
9329,3016,1
16671,12945,1
16671,7521,1
16671,1384,1
16671,357,1
16671,3016,1
6144,1384,1
6144,357,1
6144,3016,1
12945,12463,1
12945,7521,1
12945,1384,1
12945,357,1
12945,3016,1
12463,7521,2
12463,1384,1
12463,357,1
12463,3016,1
7521,1384,1
7521,357,1
7521,3016,1
1384,357,1
1384,3016,1
357,3016,1
17657,18772,1
17657,7836,1
17657,14741,1
17657,6391,1
17657,15092,1
17657,6792,1
17657,2779,1
17657,16128,1
17657,1859,1
19298,18772,1
19298,7836,1
19298,14741,1
19298,6391,1
19298,6792,1
19298,2779,1
19298,16128,1
19298,1859,2
17894,18772,1
17894,7836,1
17894,14741,1
17894,6391,1
17894,15092,2
17894,6792,1
17894,2779,1
17894,16128,1
18772,7836,1
18772,14741,1
18772,6391,1
18772,15092,1
18772,6792,1
18772,2779,1
18772,16128,1
18772,1859,1
18772,12907,1
7836,14741,1
7836,6391,1
7836,15092,1
7836,6792,1
7836,2779,1
7836,16128,1
7836,1859,1
7836,12907,1
14741,6391,1
14741,15092,1
14741,6792,1
14741,2779,1
14741,16128,1
14741,1859,1
14741,12907,1
6391,15092,1
6391,6792,1
6391,2779,1
6391,16128,1
6391,1859,1
6391,12907,1
15092,6792,1
15092,2779,1
15092,16128,1
15092,1859,1
15092,12907,1
6792,2779,1
6792,16128,1
6792,1859,1
6792,12907,1
2779,16128,1
2779,1859,1
2779,12907,1
16128,1859,1
16128,12907,1
1859,12907,1
10029,3190,1
10029,15031,1
10029,10486,1
10029,2888,1
10029,13728,1
10029,8062,1
3190,15031,1
3190,10486,1
3190,2888,1
3190,8062,1
15031,10486,1
15031,2888,1
15031,13728,1
15031,8062,1
10486,2888,1
10486,13728,1
10486,8062,1
2888,13728,1
2888,8062,1
13728,8062,1
13762,2393,2
18970,2393,2
18970,19298,1
2393,19298,3
4861,4957,1
4861,12548,2
4957,3076,1
4957,12548,1
4957,1784,1
2410,12562,1
2410,17657,1
2410,12907,1
828,15856,1
828,18179,1
16941,8906,1
16941,2364,1
16941,8089,1
8906,2364,1
8906,8089,2
2364,8089,1
13169,7179,1
13169,552,2
13169,13882,1
13169,7524,1
13169,3668,2
13169,4702,1
7179,552,1
7179,13882,1
7179,7524,1
7179,3668,1
7179,4702,1
552,13882,1
552,7524,1
552,4702,1
13882,7524,1
13882,3668,1
13882,4702,1
7524,3668,1
7524,4702,1
3668,4702,1
9820,8760,1
9820,11126,1
4235,8760,1
4235,11126,1
8760,11126,1
7966,5865,1
7966,8477,1
7966,18035,1
5865,18035,1
8477,18035,2
2501,15874,1
2501,16110,1
4515,15874,1
4515,28,1
4515,16110,1
15874,28,1
15874,16110,1
28,16110,1
6850,2134,2
6850,5522,2
6850,14252,2
6850,9205,2
2134,14252,2
2134,9205,2
14252,9205,4
12829,12127,1
15610,12127,1
9666,12127,1
12907,4767,1
10949,4767,1
10949,11083,3
4767,2246,1
2983,17270,1
2983,16154,1
2983,7733,1
8031,17270,1
8031,16154,1
8031,17894,1
8031,7733,1
9820,17270,1
9820,16154,2
17270,7733,1
16154,17894,7
16154,7733,1
17894,7733,1
12953,18292,1
12953,17469,1
12953,7260,1
12405,18292,1
12405,17469,1
12405,7260,1
18292,17469,1
18292,7260,1
18292,1146,1
18292,10006,1
17469,7260,1
17469,1146,1
17469,10006,1
7260,1146,1
7260,10006,1
1146,10006,1
13529,17606,4
13529,15914,2
11011,17606,2
11011,15914,1
12234,15427,3
12234,17606,5
12234,15914,1
1162,17606,1
1162,15914,1
15427,17606,2
12605,12265,1
12605,1504,1
9951,13199,1
13199,13357,1
13199,12265,1
13199,1504,1
6111,7725,3
6111,4189,1
19336,5890,10
5890,7725,1
5890,4189,1
1543,4189,1
17277,2447,1
17277,12171,2
7940,2447,1
7940,12171,2
8629,2447,1
8629,12171,1
4429,2447,1
2447,12171,1
1504,18303,1
18303,9666,1
18303,12171,1
18303,4861,1
18303,1784,1
9354,3014,3
9354,14642,1
9354,8982,1
3014,12171,1
2983,14642,4
1784,12171,4
12171,14642,1
12171,5029,1
12171,8982,1
8286,8719,6
8286,4165,1
8286,4704,1
8286,9955,1
8286,9503,1
8286,6612,1
8719,4704,1
8719,9955,1
8719,9503,1
8719,6612,1
4165,4704,1
4165,9955,1
4165,9503,1
4165,6612,1
4704,9955,1
4704,9503,1
4704,6612,1
9955,9503,1
9955,6612,1
9503,6612,1
8554,17097,6
8554,3952,1
8554,3233,1
8554,2634,1
10211,3233,1
10211,2634,1
13728,3952,1
13728,3233,1
13728,2634,1
17097,3952,1
17097,3233,1
17097,2634,1
3952,3233,1
3952,2634,1
3233,2634,1
18283,1640,1
4235,16619,3
18820,4036,1
18820,18822,1
18820,8157,1
14655,4036,1
14655,16619,1
14655,18822,1
14655,8157,1
1784,16619,4
4036,16619,1
16619,13169,3
16619,18822,1
16619,8157,1
18798,8110,1
18798,4868,1
18798,9024,1
8110,4868,1
8110,17245,1
8110,9024,1
8110,2246,1
8110,12983,1
8110,1504,1
17245,2246,2
9024,1504,4
10106,17894,4
10106,13862,1
10106,16409,1
17894,9444,1
17894,16409,1
13862,4429,1
13862,9444,1
13862,16409,1
13728,9444,2
4429,16409,1
9444,16409,1
2393,5814,4
8097,9724,1
8097,17387,1
8097,8003,1
8097,9933,1
8097,14599,1
5814,17387,1
5814,8003,1
5814,9933,1
9724,17387,1
9724,13830,1
9724,8003,1
9724,9933,1
9724,14599,1
17387,13830,1
17387,8003,1
17387,9933,1
17387,14599,1
13830,9933,1
8003,9933,1
9933,14599,1
10211,13079,2
913,13079,1
13187,11028,3
791,6845,2
791,3984,2
11436,6845,2
11436,3984,2
11436,19280,2
6845,3984,2
6845,19280,2
3984,19280,2
73,7777,1
73,3190,1
73,4683,1
73,12097,1
73,10235,1
73,15108,1
73,2127,1
73,14977,1
73,10520,1
73,3447,1
7777,4683,1
7777,2127,1
7777,14977,1
7777,10520,1
3190,14977,1
3190,10520,1
4683,12097,1
4683,10235,1
4683,2127,1
4683,14977,1
4683,10520,1
4683,3447,1
12097,10235,1
12097,2127,1
12097,14977,1
12097,10520,1
12097,3447,1
10235,2127,1
10235,14977,1
10235,10520,1
10235,3447,1
15108,2127,1
15108,14977,1
15108,10520,1
2127,14977,1
2127,10520,1
2127,3447,1
14977,10520,1
14977,3447,1
10520,3447,1
5835,10478,1
5835,996,5
5835,12787,1
5835,15986,1
5835,18946,1
5835,13402,3
5835,13075,1
5835,6120,1
5835,13713,1
5835,5247,1
5835,8755,1
10478,996,1
10478,12787,2
10478,15986,1
10478,18946,3
10478,13075,1
10478,6120,1
10478,13713,1
10478,5247,1
10478,8755,1
996,12787,1
996,18946,1
996,13402,1
996,6120,1
996,13713,1
996,5247,1
996,8755,1
12787,15986,1
12787,13075,1
12787,6120,1
12787,13713,1
12787,5247,1
12787,8755,1
15986,18946,1
15986,13402,1
15986,13075,1
15986,6120,1
15986,13713,1
15986,5247,1
15986,8755,1
18946,13075,1
18946,6120,1
18946,13713,1
18946,5247,1
18946,8755,1
13402,13075,1
13402,6120,1
13402,13713,1
13402,5247,1
13402,8755,2
13075,6120,1
13075,13713,1
13075,5247,1
6120,13713,1
6120,5247,1
6120,8755,1
13713,5247,1
13713,8755,1
5247,8755,1
16679,17022,3
16679,5592,1
11845,5592,1
11845,16438,1
3735,17022,1
3735,15742,1
3735,936,1
3735,5592,1
3735,16438,1
9666,5592,1
9024,17022,1
9024,15742,1
9024,936,1
9024,5592,1
17022,936,1
17022,5592,1
17022,16438,1
15742,936,1
15742,5592,1
15742,16438,1
936,5592,1
936,16438,2
936,4861,1
5592,16438,1
5592,4861,1
11845,4887,1
17978,4887,1
17978,1784,1
17978,10569,2
4887,1784,1
16580,828,1
16580,7277,1
16580,9686,1
16580,13680,1
828,7277,1
828,9686,1
828,13680,1
2339,7277,1
2339,9686,1
2339,13680,1
7277,9686,1
7277,13680,1
7277,17295,1
9686,13680,1
9686,17295,1
13680,17295,1
1787,1134,1
1787,4235,3
1787,3623,1
1787,5117,1
1787,12494,1
1787,4861,1
1134,3623,1
1134,5117,1
1134,12494,1
4235,3623,1
4235,5117,1
4235,12494,1
3623,5117,1
3623,12494,1
3623,4861,1
5117,12494,1
5117,4861,1
12494,4861,1
4386,954,1
4386,3732,1
4386,4416,3
4386,9820,1
4386,4235,3
954,3732,1
3732,4416,2
3732,8884,2
3732,9820,2
3732,4235,2
9820,3236,3
18079,3076,1
18079,3236,1
954,3076,1
954,3236,1
3076,3236,1
3076,8884,2
3236,8884,3
5742,12780,2
5742,11759,12
8053,11759,9
8053,10201,7
19128,12780,4
5862,5333,7
5862,10201,7
11759,14599,8
1142,5333,2
1142,10201,3
5333,10201,11
3076,18868,1
12907,1568,1
9666,1568,1
17894,1568,1
5925,1568,1
5925,18798,1
2939,1568,1
2939,18798,1
2939,3735,3
1568,18798,1
1568,3735,1
18798,3735,1
3343,2863,1
3343,8220,1
3343,19298,1
3343,4039,1
2863,8220,1
2863,19298,1
2863,4039,1
3394,7370,2
3394,954,13
18313,7777,1
18313,17606,1
18313,12027,1
18313,17488,1
18313,3819,1
18313,2025,1
7777,17488,1
7777,2025,1
17606,17488,1
17606,2025,1
12027,17488,1
12027,3819,1
12027,2025,1
17488,3819,1
17488,2025,1
3819,2025,1
5742,11419,4
8053,9778,1
9778,5862,2
9778,1142,1
9778,14599,1
9778,10201,1
9778,5333,1
9778,11419,1
9778,11759,1
9778,12780,1
9778,19128,2
1142,11419,3
1142,12780,2
9820,11419,4
14599,11419,1
14599,12780,2
10201,11419,1
10201,11786,1
10201,11759,3
10201,12780,2
10201,19128,6
5333,11786,1
5333,11759,3
5333,12780,2
5333,19128,9
11419,11786,4
11419,12780,2
1784,12780,4
11786,11759,4
11786,12780,1
11759,12780,2
16444,18868,2
16444,17609,2
16444,10136,1
16444,954,1
3138,10136,1
3138,954,4
18868,10136,2
1784,10136,2
17609,10136,1
10136,954,2
11817,10225,1
11817,11255,2
5252,10225,1
5252,11255,1
10225,1784,2
10225,4235,1
11071,16507,1
11071,16335,1
11071,18333,1
11071,12213,1
11071,2227,1
11071,17057,1
11071,2767,1
11071,15222,1
11071,14175,1
16507,16335,1
16507,18333,1
16507,12213,1
16507,17057,1
16507,2767,1
16507,15222,1
16507,14175,1
16335,18333,1
16335,12213,1
16335,2227,1
16335,17057,1
16335,2767,1
16335,15222,1
16335,14175,1
18333,12213,1
18333,2227,1
18333,17057,1
18333,2767,1
18333,15222,1
18333,14175,1
12213,2227,1
12213,17057,1
12213,2767,1
12213,15222,1
12213,14175,1
2227,17057,1
2227,2767,1
2227,15222,1
2227,14175,1
17057,2767,1
17057,15222,1
17057,14175,1
2767,15222,1
2767,14175,1
15222,14175,1
15917,807,1
15917,10813,1
4429,807,1
4429,2732,1
4429,7929,2
15108,807,1
15108,2732,1
15108,7929,1
807,10813,1
807,2732,1
807,7929,1
10813,2732,1
10813,7929,1
11976,13647,1
11976,4375,4
11976,1909,2
11976,6392,4
11976,8287,1
11976,13851,3
10170,13647,1
10170,4375,6
10170,6392,6
10170,8287,1
10170,13851,5
13647,4375,1
13647,1909,1
13647,6392,1
13647,8287,1
13647,13851,1
4375,8287,2
1909,6392,5
1909,8287,2
1909,13851,5
12044,1956,1
12044,9820,3
12044,5862,1
8317,1956,1
8317,9820,4
8317,5862,1
1956,1784,1
1956,9820,1
1956,5862,1
2269,10201,1
103,10201,1
10201,5742,7
11438,5742,12
17295,2339,12
17295,7529,1
17295,3495,2
17295,16310,1
2339,7529,1
2339,3495,2
2339,16310,1
7529,3495,1
7529,16310,1
3495,16310,1
14531,10274,1
14531,2933,1
14531,12935,1
14531,9555,1
14531,17748,1
14531,13706,1
14531,11877,1
14531,13020,1
14531,380,1
14531,15204,1
14531,16400,1
14531,10049,1
14531,15224,1
14531,1285,1
14531,14609,1
14531,16779,1
17362,10274,1
17362,2933,1
17362,12935,1
17362,9555,1
17362,17748,1
17362,13706,1
17362,11877,1
17362,13020,1
17362,380,1
17362,15204,1
17362,16400,1
17362,10049,1
17362,15224,1
17362,1285,1
17362,14609,1
17362,17676,1
17362,16779,1
10274,2933,1
10274,12935,1
10274,9555,1
10274,17748,1
10274,13706,1
10274,11877,1
10274,13020,1
10274,380,1
10274,15204,1
10274,16400,1
10274,1108,1
10274,10049,1
10274,15224,1
10274,1285,1
10274,5449,1
10274,14609,1
10274,17676,1
10274,16779,1
2933,12935,1
2933,9555,1
2933,17748,1
2933,13706,1
2933,11877,1
2933,13020,1
2933,380,1
2933,15204,1
2933,16400,1
2933,1108,1
2933,10049,1
2933,15224,1
2933,1285,1
2933,5449,1
2933,14609,1
2933,17676,1
2933,16779,1
12935,9555,1
12935,17748,1
12935,13706,1
12935,11877,1
12935,13020,1
12935,380,1
12935,15204,1
12935,16400,1
12935,1108,1
12935,10049,1
12935,15224,1
12935,1285,1
12935,5449,1
12935,14609,1
12935,17676,1
12935,16779,1
9555,17748,1
9555,13706,1
9555,11877,1
9555,13020,1
9555,380,1
9555,15204,1
9555,16400,1
9555,1108,1
9555,10049,1
9555,15224,1
9555,1285,1
9555,5449,1
9555,14609,1
9555,17676,1
9555,16779,1
17748,13706,1
17748,11877,1
17748,13020,1
17748,380,1
17748,15204,1
17748,16400,1
17748,1108,1
17748,10049,1
17748,15224,1
17748,1285,1
17748,5449,1
17748,14609,1
17748,17676,1
17748,16779,1
13706,11877,1
13706,13020,1
13706,380,1
13706,15204,1
13706,16400,1
13706,1108,1
13706,10049,1
13706,15224,1
13706,1285,1
13706,5449,1
13706,14609,1
13706,17676,1
13706,16779,1
11877,13020,1
11877,380,1
11877,15204,1
11877,16400,1
11877,1108,1
11877,10049,1
11877,15224,1
11877,1285,1
11877,5449,1
11877,14609,1
11877,17676,1
11877,16779,1
13020,380,1
13020,15204,1
13020,16400,1
13020,1108,1
13020,10049,1
13020,15224,1
13020,1285,1
13020,5449,1
13020,14609,1
13020,17676,1
13020,16779,1
380,15204,1
380,16400,1
380,1108,1
380,10049,1
380,15224,1
380,1285,1
380,5449,1
380,14609,1
380,17676,1
380,16779,1
15204,16400,1
15204,1108,1
15204,10049,1
15204,15224,1
15204,1285,1
15204,5449,1
15204,14609,1
15204,17676,1
15204,16779,1
16400,1108,1
16400,10049,1
16400,15224,1
16400,1285,1
16400,5449,1
16400,14609,1
16400,17676,1
16400,16779,1
1108,10049,1
1108,15224,1
1108,1285,1
1108,14609,1
1108,17676,1
1108,16779,1
10049,15224,1
10049,1285,1
10049,5449,1
10049,14609,1
10049,17676,1
10049,16779,1
15224,1285,1
15224,5449,1
15224,14609,1
15224,17676,1
15224,16779,1
1285,5449,1
1285,14609,1
1285,17676,1
1285,16779,1
5449,14609,1
5449,17676,1
5449,16779,1
14609,17676,1
14609,16779,1
17676,16779,1
17295,18749,3
17295,3908,2
17295,10211,1
17295,3190,1
2339,18749,3
18749,3908,2
18749,10211,1
18749,3190,1
3908,10211,1
3908,3190,1
2339,11609,1
2339,607,3
2339,2075,1
17295,11609,1
17295,607,3
17295,2075,1
11609,607,1
11609,2075,1
607,2075,1
4235,19204,2
9820,5825,6
11817,19204,2
11817,5825,1
9666,19204,1
9666,5825,2
19204,8850,1
19204,16679,1
19204,1229,1
19204,5825,3
17606,8850,1
17606,16679,1
17606,1229,1
17606,5825,4
8850,5825,1
16679,5825,1
1229,5825,1
17295,3518,2
17295,5388,2
